Doc_Index,Title,Dominant_Topic,Dominant_Prob,Topic_0_Prob,Topic_1_Prob,Topic_2_Prob,Topic_3_Prob,Topic_4_Prob,Topic_5_Prob,Topic_6_Prob,Topic_7_Prob,Topic_8_Prob,Topic_9_Prob
1182,Creating effective university innovation and entrepreneurial ecosystems: a commitment system perspec,0,0.7895,0.7895,0.0013,0.0013,0.2001,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
1183,Exploring Intrapreneurial Activities in the Context of the Entrepreneurial University: An analysis o,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1184,The role of university environment in promoting entrepreneurial behavior: evidence from heterogeneou,0,0.9929,0.9929,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1185,Determinants of the university technology transfer policy-mix: a cross-national analysis of gap-fund,5,0.6697,0.3224,0.001,0.001,0.001,0.001,0.6697,0.001,0.001,0.001,0.001
1186,Universities and industrially relevant science: Towards measurement models and indicators of entrepr,0,0.7061,0.7061,0.001,0.001,0.001,0.001,0.2766,0.001,0.001,0.01,0.001
1187,Testing the waters: founding team composition and search heuristics in academic entrepreneurial vent,0,0.7128,0.7128,0.0008,0.0008,0.0008,0.0008,0.281,0.0008,0.0008,0.0008,0.0008
1188,University in downtown: developing a new scale to assess the impact of university activities on the ,0,0.8505,0.8505,0.0009,0.0009,0.0009,0.0009,0.1423,0.0009,0.0009,0.0009,0.0009
1189,Entrepreneurial universities and regional contribution,0,0.7573,0.7573,0.0008,0.0103,0.0008,0.0008,0.2204,0.0008,0.0008,0.0072,0.0008
1190,Resource configurations among digital academic spin-offs: finding the technology-market fit,0,0.4018,0.4018,0.0008,0.0008,0.3201,0.0008,0.2727,0.0008,0.0008,0.0008,0.0008
1191,"Technology Transfer, Sustainability, and Development, Worldwide and in Romania",0,0.7061,0.7061,0.0009,0.0009,0.0009,0.0009,0.2552,0.0009,0.0009,0.0325,0.0009
1192,Comparative Analysis of Entrepreneurial Intention Among Students: A Cross-Country Study,0,0.8247,0.8247,0.0011,0.0011,0.1569,0.0011,0.0011,0.0011,0.0011,0.0107,0.0011
1193,Challenges and Opportunities for Commercializing Technologies in the Pulmonary Arena An Official Ame,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1194,Internationalization of Portuguese Academia: the impact on academic engagement and collaboration wit,0,0.9019,0.9019,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0909,0.0009
1195,Do university entrepreneurship programs promote entrepreneurship?,0,0.8322,0.8322,0.0007,0.0007,0.1622,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1196,"Digital Transformation in Healthcare. The Challenges of Translating Knowledge in A Primary Research,",0,0.9917,0.9917,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1197,Consensus study on factors influencing the academic entrepreneur in a middle-income country's univer,0,0.993,0.993,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1198,Key resources and actors for the evolution of academic spin-offs,5,0.414,0.3226,0.0009,0.0009,0.2571,0.0009,0.414,0.0009,0.0009,0.0009,0.0009
1199,University-Industry Collaboration in a Cross-Border Iberian Regions,0,0.5963,0.5963,0.001,0.001,0.3954,0.001,0.001,0.001,0.001,0.001,0.001
1200,Science-based entrepreneurship education as a means for university-industry technology transfer,0,0.7766,0.7766,0.001,0.001,0.001,0.001,0.2156,0.001,0.001,0.001,0.001
1201,Academic entrepreneurs: Organizational change at the individual level,0,0.9919,0.9919,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1202,The entrepreneurial university and development of large-scale research infrastructure: exploring the,0,0.9903,0.9903,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1203,Organizational change in higher education institutions: thematic mapping of the literature and futur,0,0.9925,0.9925,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1204,Technology transfer offices and academic spin-off creation: the case of Italy,0,0.5962,0.5962,0.0009,0.0009,0.0009,0.0009,0.3964,0.0009,0.0009,0.0009,0.0009
1205,Workforce age diversity and the intensity of inventive activities in universities,0,0.7711,0.7711,0.0009,0.0009,0.2214,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1206,Understanding the concept of the entrepreneurial university from the perspective of higher education,0,0.9685,0.9685,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0228,0.0011
1207,Entrepreneurial Intention before and during COVID-19-A Case Study on Portuguese University Students,0,0.9905,0.9905,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
1208,"Regional knowledge capabilities, embeddedness of firms and industry organisation: Bioscience megacen",0,0.5016,0.5016,0.001,0.0291,0.0514,0.001,0.4121,0.001,0.001,0.001,0.001
1209,Informal university entrepreneurship: The missing link in transition higher education systems,0,0.8319,0.8319,0.001,0.0281,0.001,0.001,0.133,0.001,0.001,0.001,0.001
1210,"Corporate entrepreneurship at the university: the influence of managerial support, autonomy and rewa",0,0.9235,0.9235,0.0009,0.0009,0.0009,0.0009,0.0693,0.0009,0.0009,0.0009,0.0009
1211,Enabling academic entrepreneurship: the I-Corps experience,0,0.9828,0.9828,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0105,0.0008
1212,"Exploring a link between faculty intrapreneurship, student entrepreneurship and ecosystem dynamism",0,0.8619,0.8619,0.0008,0.0008,0.1321,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1213,"Does gender matter? A university ecosystem, self-efficacy and entrepreneurial intention analysis in ",0,0.8863,0.8863,0.0008,0.0008,0.1069,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1214,"Does knowledge translation drive spin-offs away from the ""valley of death""? A nonparametric analysis",5,0.4682,0.4123,0.0004,0.0004,0.1165,0.0004,0.4682,0.0004,0.0004,0.0004,0.0004
1215,"The academic, the entrepreneur, the female in a dress: a micro-level exploration of multiple role id",0,0.7303,0.7303,0.0008,0.0008,0.2635,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1216,From critique to catalyst: How academic entrepreneurs transform negative feedback into pivots and pe,0,0.8798,0.8798,0.0008,0.0305,0.0838,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1217,Measuring Multiple-Path Technology Transfer Efficiency in Chinese Universities: A Network DEA-Tobit ,5,0.9711,0.022,0.0009,0.0009,0.0009,0.0009,0.9711,0.0009,0.0009,0.0009,0.0009
1218,The mediating role of knowledge exploration and exploitation for the development of an entrepreneuri,0,0.8645,0.8645,0.0008,0.0008,0.1293,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1219,Academic Capitalism between the New Economy and University Stress,0,0.9929,0.9929,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1220,Financing Research as a Key to Academic Entrepreneurship: Analysis of University Patents,5,0.5466,0.2098,0.0008,0.0008,0.2378,0.0008,0.5466,0.0008,0.0008,0.0008,0.0008
1221,University commercialization strategies in the development of regional bioclusters,5,0.5554,0.4383,0.0008,0.0008,0.0008,0.0008,0.5554,0.0008,0.0008,0.0008,0.0008
1222,How efficient is translational research in radiation oncology? The example of a large Dutch academic,0,0.9907,0.9907,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1223,Entrepreneurial Self-Identity: Predictors and Effects Within the Theory of Planned Behavior Framewor,0,0.8634,0.8634,0.0007,0.0007,0.1309,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1224,Teaching entrepreneurship in China: culture matters,0,0.9925,0.9925,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1225,Back to the future of Knowledge Management Systems off the beaten paths,0,0.9378,0.9378,0.0009,0.0009,0.0009,0.0009,0.0548,0.0009,0.0009,0.0009,0.0009
1226,Effectuation at work in universities: Using what is at hand to support social entrepreneurs,0,0.9936,0.9936,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1227,Stimulating academic patenting in a university ecosystem: an agent-based simulation approach,0,0.6767,0.6767,0.0009,0.0009,0.0009,0.0009,0.316,0.0009,0.0009,0.0009,0.0009
1228,The Role of Academic Spin-Offs Facilitators in Navigation of the Early Growth Stage Critical Junctur,3,0.4106,0.3709,0.0009,0.0009,0.4106,0.0009,0.2122,0.0009,0.0009,0.0009,0.0009
1229,THE UNIVERSITY - AN ENTREPRENEURIAL AND INNOVATIVE HIGHER EDUCATION INSTITUTION,0,0.9924,0.9924,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1230,Digital transformation in entrepreneurship education centres: preliminary evidence from the Italian ,0,0.9926,0.9926,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1231,Follow the Leader or the Pack? Regulatory Focus and Academic Entrepreneurial Intentions,0,0.9529,0.9529,0.0007,0.0007,0.0007,0.0007,0.0415,0.0007,0.0007,0.0007,0.0007
1232,Improving impact infrastructure: key predictors of researchers' policy engagement based on behaviour,0,0.9933,0.9933,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1233,Understanding knowledge translation in university-industry research projects: a case analysis in the,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1234,The creation of academic spin-offs: University-Business Collaboration matters,0,0.8459,0.8459,0.0008,0.0008,0.1406,0.0008,0.0008,0.0008,0.0008,0.0076,0.0008
1235,Impact of National Science and Technology (S&T) Policy Framework on Technology Transfer from Indian ,5,0.5579,0.4357,0.0008,0.0008,0.0008,0.0008,0.5579,0.0008,0.0008,0.0008,0.0008
1236,Factors Determining Desirability of Entrepreneurship in Romania,0,0.9178,0.9178,0.0008,0.0008,0.0756,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1237,University-industry linkages and agendas for future studies: a systematic literature review and bibl,0,0.9922,0.9922,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1238,Entrepreneurial decision making in academic spinoffs: a bibliometric map and research agenda,0,0.8994,0.8994,0.0008,0.0008,0.094,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1239,"The impact of human, social, and psychological capital on academic spin-off internationalization",5,0.3491,0.16,0.0009,0.071,0.2924,0.0009,0.3491,0.0009,0.0009,0.1228,0.0009
1240,Assessing the variety of collaborative practices in translational research: An analysis of scientist,0,0.7475,0.7475,0.0008,0.0826,0.0008,0.0008,0.156,0.0008,0.009,0.0008,0.0008
1241,Performance drivers in knowledge-intensive entrepreneurial firms: a multidimensional perspective,0,0.4862,0.4862,0.0007,0.0007,0.0229,0.0007,0.4861,0.0007,0.0007,0.0007,0.0007
1242,Bayesian analysis of barriers towards entrepreneurship at university,0,0.7909,0.7909,0.0008,0.0072,0.0008,0.0008,0.1966,0.0008,0.0008,0.0008,0.0008
1244,"The entrepreneurial university: strategies, processes, and competing goals",0,0.9929,0.9929,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1245,Entrepreneurship education and graduate's venture creation activities: roles of entrepreneurial supp,0,0.6992,0.6992,0.001,0.001,0.2928,0.001,0.001,0.001,0.001,0.001,0.001
1246,Factors that determine the degree of fulfilment of expectations for entrepreneurs from the business ,0,0.9925,0.9925,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1247,The governance of universities and the establishment of academic spin-offs,5,0.6277,0.001,0.001,0.001,0.3645,0.001,0.6277,0.001,0.001,0.001,0.001
1248,The Effect of University Missions on Entrepreneurial Initiative across Multiple Entrepreneurial Ecos,0,0.9933,0.9933,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1249,The role and function of cooperative research centers in entrepreneurial universities A micro level ,0,0.9929,0.9929,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1250,Innovation and entrepreneurship in the academic setting: a systematic literature review,0,0.9911,0.9911,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1251,Understanding university technicians' role in creating knowledge exchange routines and capabilities:,0,0.9918,0.9918,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
1252,Evaluation framework for facilitating the technology transfers of universities: Focusing on the pers,5,0.9931,0.0008,0.0008,0.0008,0.0008,0.0008,0.9931,0.0008,0.0008,0.0008,0.0008
1253,The Influence of the Organizational Culture on Academic Entrepreneur's Knowledge Sharing Behavior: C,0,0.9927,0.9927,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1254,Institutional Support Program for Entrepreneurship: The Experience of the University of Minho,0,0.9934,0.9934,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1255,Incubating innovation in university settings: building entrepreneurial mindsets in the future genera,0,0.9938,0.9938,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1256,Creating Entrepreneurial Attitudes among Students of the Faculty of Entrepreneurship and Commodity S,0,0.9932,0.9932,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1257,Explaining the entrepreneurial choice: beyond intention and before the starting-up,0,0.7972,0.7972,0.0007,0.0007,0.1969,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1258,Which skills? A critical perspective on the skills facilitating the transfer of third-cycle students,0,0.7621,0.7621,0.0007,0.0007,0.0007,0.0007,0.2324,0.0007,0.0007,0.0007,0.0007
1259,A new set of performance indicators for improving the capitalization process of Intellectual Propert,0,0.7872,0.7872,0.0008,0.0008,0.0008,0.0008,0.2064,0.0008,0.0008,0.0008,0.0008
1260,Driving sustainable development: exploring social entrepreneurial behavior in Saudi Arabia universit,0,0.9932,0.9932,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1261,The Issues of Entrepreneurship of Young People - Theoretical Considerations and Empirical Research,0,0.9927,0.9927,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1262,Academic spinoffs as a value driver for intellectual capital: the case of the University of Pisa,0,0.4951,0.4951,0.0009,0.0009,0.3456,0.0009,0.1533,0.0009,0.0009,0.0009,0.0009
1263,Economic impact of entrepreneurial universities' activities: An exploratory study of the United King,0,0.7984,0.7984,0.0007,0.0007,0.1963,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1264,Exploration and exploitation in the development of more entrepreneurial universities: A twisting lea,0,0.9926,0.9926,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1265,Who really acts as an entrepreneur in the science commercialisation process: the role of knowledge t,0,0.9929,0.9929,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1266,University Students' Behaviour towards Entrepreneurial Intention in Ecuador: Testing for the Influen,0,0.9676,0.9676,0.0007,0.0007,0.0266,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1267,Translating knowledge in new entrepreneurial ventures: the role of business plan development,0,0.9939,0.9939,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1268,Knowledge transfer and translation in cultural ecosystems,0,0.9222,0.9222,0.0007,0.0007,0.0007,0.0007,0.0722,0.0007,0.0007,0.0007,0.0007
1269,Entrepreneurial Universities and Sustainable Development. The Network Bricolage Process of Academic ,0,0.8501,0.8501,0.0008,0.1436,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
1270,Drivers for the emergence of interdisciplinary knowledge areas: An actor-level perspective on buildi,0,0.9938,0.9938,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1271,"The economic impacts of academic spin-off companies, and their implications for public policy",5,0.9932,0.0008,0.0008,0.0008,0.0008,0.0008,0.9932,0.0008,0.0008,0.0008,0.0008
1272,PECULIARITIES OF FINANCIAL MANAGEMENT OF UNIVERSITY CENTERS OF CREATIVE ENTREPRENEURSHIP OF EUROPE A,0,0.9005,0.9005,0.0006,0.0006,0.0006,0.0006,0.0948,0.0006,0.0006,0.0006,0.0006
1273,Predicting graduate students' entrepreneurial intentions through innovative teaching in entrepreneur,0,0.9543,0.9543,0.0007,0.0007,0.04,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1274,Context perspective on University-Industry Collaboration processes: A systematic review of literatur,0,0.9349,0.9349,0.0007,0.0007,0.0007,0.0007,0.0007,0.0599,0.0007,0.0007,0.0007
1275,Can Entrepreneurship Education Bridge the gap? STEMM Women's Entrepreneurial and Commercialisation A,0,0.8763,0.8763,0.0007,0.0007,0.1178,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1276,Anatomy of use-inspired researchers: From Pasteur's Quadrant to Pasteur's Cube model,0,0.9706,0.9706,0.0008,0.0008,0.0008,0.0008,0.0233,0.0008,0.0008,0.0008,0.0008
1277,The impact of Triple Helix agents on entrepreneurial innovations' performance: An inside look at ent,0,0.7374,0.7374,0.0006,0.0006,0.062,0.0006,0.1961,0.0006,0.0006,0.0006,0.0006
1278,Opening the black box of university Proof-of-Concept programs: Project and team-based determinants o,5,0.6581,0.3235,0.001,0.001,0.001,0.001,0.6581,0.0117,0.001,0.001,0.001
1279,ENTREPRENEURSHIP EDUCATION IN HEI AND ITS FUTURE CHALLENGES. ASSESSMENT AND STRATEGIES DEFINITION - ,0,0.9943,0.9943,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
1280,Structural Equation Models to Determine the Relationship Between Startup Incubation Stages and the G,0,0.6333,0.6333,0.0008,0.059,0.2937,0.0008,0.0008,0.0008,0.0008,0.0094,0.0008
1281,The passion and the interests in life science venturing Choosing economic insecurity and creative ch,5,0.6116,0.3826,0.0007,0.0007,0.0007,0.0007,0.6116,0.0007,0.0007,0.0007,0.0007
1282,Pathways to impact and the strategic role of universities: new evidence on the breadth and depth of ,0,0.8918,0.8918,0.0008,0.0008,0.0008,0.0008,0.1021,0.0008,0.0008,0.0008,0.0008
1283,The organizational architecture of entrepreneurial universities across the stages of entrepreneurshi,0,0.9945,0.9945,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
1284,A literature-based view on technology transfer and culture,0,0.9937,0.9937,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
1285,IDENTIFYING OBSTACLES AND FACILITATORS RELATED TO ACADEMIC ENTREPRENEURSHIP AT UNIVERSITY,5,0.5853,0.41,0.0006,0.0006,0.0006,0.0006,0.5853,0.0006,0.0006,0.0006,0.0006
1286,INNOVATION ECOSYSTEM AND INTELLECTUAL PROPERTY PROTECTION AT THE UNIVERSITY,0,0.5722,0.5722,0.0006,0.0006,0.0006,0.0006,0.4232,0.0006,0.0006,0.0006,0.0006
1287,DEVELOPMENT OF ACADEMIC ACTIVITY IN SOCIAL AND HUMAN SCIENCES IN RUSSIA: EXPECTATIONS AND EFFECTS,0,0.9127,0.9127,0.0005,0.0005,0.0005,0.0005,0.0655,0.0005,0.0005,0.0185,0.0005
1288,On Initial Implementations of Innovation and Entrepreneurship Courses: A Case Study for Undergraduat,0,0.9941,0.9941,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
